Age,Gender,Education Level,Job Title,Years of Experience,Salary
34.0,Female,Master's,UX Designer,5.0,80000.0
28.0,Male,Bachelor's,Junior Business Analyst,2.0,40000.0
32.0,Male,Bachelor's,Product Manager,7.0,170000.0
34.0,Male,,Data Analyst,8.0,100000.0
38.0,Female,Bachelor's,Senior Business Analyst,10.0,110000.0
32.0,Male,,Product Manager,7.0,120000.0
27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0
24.0,Female,High School,Sales Associate,0.0,25000.0
30.0,Male,Master's Degree,Financial Manager,7.0,120000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
54.0,Female,PhD,Software Engineer Manager,32.0,191510.0
28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0
27.0,Female,Master's,Junior Research Scientist,1.5,50000.0
30.0,Female,Bachelor's Degree,Senior Software Engineer,5.0,100151.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
44.0,Female,PhD,Director of HR,13.0,135000.0
50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0
32.0,,Bachelor's Degree,Product Manager,7.0,110000.0
50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
35.0,Female,Master's Degree,Senior HR Generalist,8.0,80000.0
26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
42.0,Male,PhD,Data Scientist,13.0,140000.0
46.0,Male,Master's Degree,Senior Software Engineer,20.0,174938.0
33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
32.0,Male,High School,Sales Associate,3.0,
,Male,Bachelor's,Junior Business Analyst,4.0,60000.0
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
21.0,Female,High School,Junior Sales Representative,,25000.0
32.0,Male,High School,Sales Associate,bbb,50000.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
26.0,Male,High School,Junior Sales Associate,1.0,26000.0
24.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0
36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0
33.0,Female,Master's Degree,Data Analyst,6.0,90000.0
24.0,Female,High School,Juniour HR Coordinator,1.0,32000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
29.0,Female,Bachelor's Degree,Software Developer,3.0,65000.0
31.0,Male,Master's Degree,Senior Project Engineer,7.0,
45.0,Female,PhD,,15.0,150000.0
37.0,Male,PhD,Director of HR,11.0,115000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,
31.0,Male,High School,Junior HR Generalist,2.0,35000.0
30.0,Male,Bachelor's,Product Manager,8.0,185000.0
34.0,Female,PhD,Research Director,12.0,170000.0
35.0,Female,Master's Degree,Human Resources Manager,8.0,92000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
40.0,Male,PhD,Senior Software Engineer,12.0,160000.0
,Male,PhD,Marketing Manager,4.0,55000.0
28.0,Female,Bachelor's Degree,Product Manager,3.0,70000.0
31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0
46.0,Female,Master's Degree,Marketing Manager,14.0,140000.0
29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0
,Male,PhD,,10.0,130000.0
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
52.0,Male,PhD,Software Engineer Manager,23.0,161568.0
48.0,Male,,,18.0,210000.0
26.0,Male,Bachelor's Degree,Junior HR Coordinator,2.0,38000.0
48.0,Male,PhD,Director of Data Science,18.0,210000.0
36.0,Female,Master's Degree,Senior Software Engineer,14.0,141090.0
32.0,Female,Master's Degree,Full Stack Engineer,6.0,
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
36.0,Female,PhD,bbb,12.0,170000.0
30.0,Female,Bachelor's Degree,Sales Manager,5.0,70000.0
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0
31.0,Male,,Senior Project Engineer,7.0,135000.0
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0
42.0,Female,Master's Degree,,14.0,163978.0
32.0,Female,Master's Degree,bbb,7.0,100000.0
34.0,Female,Master's Degree,Product Manager,7.0,120000.0
32.0,Male,Bachelor's,bbb,7.0,170000.0
45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0
27.0,Male,Bachelor's Degree,Front end Developer,2.0,
41.0,Male,PhD,Data Scientist,15.0,
29.0,Female,High School,Junior Sales Associate,1.0,30000.0
46.0,Male,PhD,Software Engineer Manager,14.0,180000.0
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
27.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0
33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
,Male,High School,Junior Sales Associate,bbb,31000.0
32.0,Female,Bachelor's Degree,Product Manager,7.0,110000.0
28.0,Male,High School,Junior Web Developer,2.0,43000.0
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
55.0,Male,PhD,Software Engineer Manager,18.0,210000.0
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0
30.0,Male,Master's Degree,,,120000.0
30.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
28.0,Female,High School,Junior Sales Associate,1.0,30000.0
29.0,Male,Bachelor's Degree,,4.0,75000.0
30.0,,PhD,Data Scientist,7.0,185000.0
,Male,Bachelor's,Junior Product Manager,4.0,60000.0
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
35.0,Male,PhD,Senior Human Resources Manager,10.0,
,Male,Master's Degree,Back end Developer,9.0,150000.0
32.0,Female,Bachelor's Degree,Marketing Manager,8.0,115000.0
,Female,Bachelor's Degree,Marketing Analyst,3.0,
24.0,Female,High School,Receptionist,0.0,25000.0
24.0,Female,High School,bbb,0.0,25000.0
28.0,Male,Bachelor's Degree,Junior Sales Representative,1.0,30000.0
37.0,Male,Master's Degree,Marketing Director,14.0,180000.0
26.0,Male,Master's Degree,Full Stack Engineer,4.0,91397.0
28.0,Male,Bachelor's,Software Engineer,5.0,150000.0
37.0,Male,Bachelor's Degree,Junior Sales Representative,6.0,75000.0
31.0,Male,PhD,Senior Product Marketing Manager,7.0,90000.0
29.0,Female,Bachelor's Degree,bbb,4.0,55000.0
38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
31.0,Female,High School,Junior Sales Representative,3.0,40000.0
37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
36.0,Female,PhD,Research Scientist,12.0,170000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
42.0,Male,PhD,,16.0,140000.0
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,37000.0
47.0,Male,Master's,Director of Operations,20.0,170000.0
26.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0
35.0,Female,Master's Degree,Full Stack Engineer,10.0,152039.0
42.0,Female,PhD,Senior Data Scientist,16.0,150000.0
27.0,Female,Bachelor's Degree,Software Developer,3.0,61000.0
25.0,Female,High School,Sales Executive,1.0,
30.0,Female,Bachelor's Degree,Product Manager,5.0,85000.0
33.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
27.0,Male,Bachelor's,Junior Product Manager,2.0,40000.0
31.0,Male,Bachelor's Degree,bbb,9.0,140000.0
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0
,Female,Bachelor's Degree,Marketing Analyst,3.0,65000.0
29.0,Male,Bachelor's Degree,,4.0,
34.0,,PhD,Research Director,11.0,160000.0
28.0,Male,High School,Junior Sales Associate,2.0,35000.0
26.0,Male,Bachelor's Degree,Software Developer,2.0,
44.0,Male,PhD,Data Scientist,18.0,182000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
46.0,Female,PhD,Software Engineer Manager,21.0,174821.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0
26.0,Male,High School,Junior Sales Associate,1.0,
29.0,Female,Master's Degree,Web Developer,3.0,60000.0
29.0,Male,Bachelor's Degree,bbb,5.0,80000.0
28.0,Male,Master's Degree,Web Developer,3.0,55000.0
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
26.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,
32.0,Male,Master's Degree,Product Manager,7.0,110000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's Degree,Web Developer,,110000.0
26.0,Male,Bachelor's Degree,Back end Developer,3.0,75072.0
25.0,Male,Bachelor's Degree,bbb,1.0,60000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
,Female,Bachelor's Degree,Marketing Coordinator,,55000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0
35.0,Male,,Back end Developer,8.0,140000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
47.0,Male,PhD,,,190000.0
42.0,Female,Master's Degree,Senior HR Generalist,12.0,
52.0,Male,PhD,Software Engineer Manager,18.0,200000.0
45.0,Male,Bachelor's,Sales Operations Manager,18.0,110000.0
31.0,Male,Master's Degree,Software Engineer Manager,8.0,130000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
60.0,Male,PhD,Software Engineer Manager,18.0,195000.0
30.0,Female,High School,Junior Sales Associate,bbb,25000.0
30.0,Male,Bachelor's,Software Engineer,8.0,190000.0
46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
41.0,Male,Bachelor's Degree,Financial Manager,,120000.0
39.0,Female,,Senior Software Engineer,11.0,160000.0
55.0,Female,Bachelor's Degree,Senior Project Engineer,30.0,183020.0
,Male,Master's Degree,Senior HR Generalist,11.0,100000.0
27.0,Male,Bachelor's,Software Engineer,4.0,160000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
26.0,Female,Bachelor's Degree,Sales Representative,2.0,
37.0,Male,,Operations Manager,10.0,113000.0
28.0,Female,Bachelor's Degree,Marketing Analyst,,65000.0
27.0,Female,Bachelor's Degree,Junior HR Generalist,2.0,42000.0
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
45.0,Male,PhD,Software Engineer Manager,16.0,185000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
28.0,Female,PhD,Director of Marketing,6.0,105000.0
29.0,Female,,Front end Developer,4.0,90000.0
51.0,Female,,Senior Project Engineer,25.0,177913.0
28.0,Male,High School,Sales Executive,2.0,40000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
29.0,Female,Bachelor's Degree,Software Developer,3.0,65000.0
45.0,Male,PhD,,14.0,140000.0
33.0,Female,Bachelor's Degree,,6.0,115000.0
26.0,Female,Master's Degree,Front end Developer,3.0,73218.0
29.0,Female,High School,Sales Representative,bbb,40000.0
38.0,Female,PhD,Senior Research Scientist,12.0,140000.0
29.0,Female,PhD,Data Scientist,5.0,100000.0
42.0,Male,Master's Degree,Product Manager,14.0,180000.0
35.0,Male,Bachelor's,Senior Operations Analyst,7.0,85000.0
28.0,Female,,Marketing Analyst,3.0,60000.0
26.0,Female,Bachelor's Degree,Junior HR Generalist,2.0,42000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0
44.0,Female,Master's Degree,Senior Software Engineer,11.0,170000.0
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
26.0,Male,Bachelor's Degree,Product Designer,,50000.0
35.0,Male,PhD,Senior Research Scientist,10.0,130000.0
37.0,Male,Bachelor's,Project Manager,10.0,95000.0
45.0,Male,PhD,Senior Project Engineer,14.0,185000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,
45.0,,Master's Degree,Senior Software Engineer,23.0,174336.0
49.0,Male,,Software Engineer Manager,15.0,185000.0
32.0,Male,Master's Degree,Director of HR,6.0,95000.0
36.0,Male,Bachelor's Degree,,6.0,75000.0
28.0,Female,Master's Degree,Senior Software Engineer,5.0,99747.0
31.0,Female,Master's Degree,Financial Manager,7.0,120000.0
32.0,Female,,Software Developer,8.0,95000.0
28.0,Male,Master's,Product Manager,3.0,130000.0
48.0,Male,Master's,bbb,21.0,180000.0
36.0,Female,Master's Degree,bbb,13.0,144647.0
,Male,Master's Degree,Data Scientist,9.0,140000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
41.0,Female,PhD,Director of Data Science,16.0,200000.0
,Male,,Software Engineer Manager,14.0,142360.0
,,,,,
29.0,Female,,Back end Developer,3.0,90000.0
51.0,,Master's Degree,Content Marketing Manager,19.0,190000.0
29.0,Female,Bachelor's Degree,Product Manager,4.0,90000.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
45.0,Male,PhD,Senior Data Analyst,17.0,155000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
34.0,Female,Master's Degree,Data Scientist,9.0,140000.0
50.0,Male,PhD,Senior Product Marketing Manager,15.0,150000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
46.0,Male,Bachelor's Degree,Senior Project Engineer,25.0,166958.0
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0
46.0,,Master's,Senior Project Manager,19.0,140000.0
34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0
26.0,Male,High School,Digital Marketing Manager,2.0,
29.0,Male,Bachelor's,Data Analyst,7.0,130000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0
35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0
26.0,Male,Bachelor's,Data Analyst,3.0,120000.0
27.0,Female,Master's Degree,Director of HR,5.0,80000.0
30.0,Male,Bachelor's Degree,Project Manager,6.0,110000.0
27.0,,Master's Degree,Content Marketing Manager,4.0,80000.0
42.0,Male,Master's Degree,Full Stack Engineer,19.0,176643.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
31.0,Female,Bachelor's,Junior HR Coordinator,,50000.0
30.0,Female,Bachelor's Degree,,5.0,90000.0
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0
42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0
45.0,Male,PhD,Director of HR,14.0,140000.0
35.0,Male,PhD,Senior Research Scientist,10.0,130000.0
39.0,Female,Bachelor's Degree,Financial Manager,15.0,200000.0
34.0,Male,PhD,Research Director,11.0,
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0
31.0,Female,Master's Degree,Senior Software Engineer,6.0,114290.0
50.0,Male,PhD,Data Scientist,23.0,225000.0
33.0,Female,Bachelor's Degree,Full Stack Engineer,,115000.0
22.0,Male,Bachelor's Degree,Software Engineer,1.0,50000.0
47.0,Male,Master's,Director of Marketing,19.0,170000.0
25.0,Female,Bachelor's Degree,Front end Developer,,55000.0
43.0,Male,PhD,Senior Engineer,17.0,140000.0
30.0,Male,Bachelor's Degree,Software Engineer,4.0,
27.0,Female,Bachelor's,Product Manager,4.0,150000.0
33.0,Female,Master's Degree,Marketing Manager,8.0,120000.0
42.0,Male,PhD,Data Scientist,16.0,162000.0
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0
41.0,Female,PhD,Software Engineer Manager,14.0,185000.0
28.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
41.0,Female,Master's Degree,Marketing Coordinator,,131000.0
,Male,PhD,Data Scientist,16.0,160000.0
,Female,Bachelor's,,2.0,110000.0
38.0,Male,PhD,Software Engineer Manager,12.0,141735.0
41.0,Male,PhD,Data Scientist,13.0,140000.0
36.0,Female,Bachelor's Degree,Sales Executive,8.0,80000.0
24.0,Female,Bachelor's Degree,Marketing Analyst,0.0,40000.0
36.0,Female,PhD,Senior Product Marketing Manager,10.0,100000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,
31.0,Female,Master's Degree,Marketing Manager,5.0,68000.0
32.0,Female,PhD,Data Scientist,9.0,145000.0
29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0
33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0
30.0,Female,Bachelor's Degree,Senior Software Engineer,5.0,
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
24.0,Female,High School,Sales Associate,0.0,25000.0
45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0
27.0,Male,Bachelor's,,4.0,140000.0
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0
33.0,,Master's Degree,Front end Developer,10.0,119419.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
29.0,Male,Bachelor's Degree,,4.0,75000.0
41.0,Female,PhD,Director of Data Science,16.0,200000.0
,Male,High School,,3.0,40000.0
27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
41.0,Male,PhD,Senior Project Engineer,12.0,165000.0
50.0,Female,Bachelor's,Operations Manager,22.0,160000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,80000.0
32.0,Male,Bachelor's Degree,Junior HR Generalist,5.0,60000.0
42.0,Male,PhD,Data Scientist,14.0,140000.0
,Female,Master's,Senior Marketing Manager,16.0,160000.0
,Female,Bachelor's,Software Engineer,6.0,155000.0
,,,,,
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0
,Male,,Web Developer,5.0,70000.0
33.0,Female,Bachelor's Degree,,7.0,130000.0
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
24.0,Female,High School,Receptionist,0.0,25000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
31.0,Female,Master's Degree,Full Stack Engineer,6.0,101186.0
32.0,Female,PhD,Data Scientist,9.0,145000.0
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0
30.0,Male,High School,Junior HR Generalist,1.0,32000.0
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0
,Male,PhD,Director of HR,14.0,140000.0
48.0,Female,Master's Degree,Senior Software Engineer,24.0,184480.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
28.0,Female,Bachelor's Degree,Sales Representative,,40000.0
27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0
27.0,Female,Master's Degree,Director of HR,5.0,80000.0
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0
54.0,,Bachelor's Degree,Senior Project Engineer,28.0,192292.0
,Male,PhD,Data Scientist,18.0,180000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
36.0,Male,Bachelor's Degree,Front end Developer,12.0,137878.0
24.0,,Bachelor's,Data Analyst,1.0,90000.0
35.0,,Master's Degree,Data Analyst,9.0,120000.0
43.0,Male,Master's Degree,Full Stack Engineer,20.0,167924.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
36.0,Male,Master's Degree,Full Stack Engineer,13.0,147326.0
32.0,Female,Master's Degree,Marketing Manager,6.0,77000.0
28.0,Female,Bachelor's Degree,,2.0,65000.0
29.0,Female,Master's Degree,Human Resources Coordinator,,
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0
